customer_id,first_name,last_name,customer_city,cpf,country_name
3287830764476260864,Janet,Ritter,1512698933146656256,85974914067,Brasil
2739905374464312320,Tina,Lamaster,2215180425815138560,78347385617,Brasil
1308631020777024000,Anne,Worrall,1749955482489268736,40313783608,Brasil
1534459925020890112,Anthony,Ryan,346784544127578816,57649649611,Brasil
2483467254182955520,Mary,Newson,2263771903449998336,20746682301,Brasil
2870330490077069824,Joan,Cook,1073152763485539328,81702214755,Brasil
3354089258293300736,Jerry,Adan,2934702727673640448,32179416572,Brasil
2760210528896511488,Katrina,Rellihan,3012365176097625088,49013925405,Brasil
2735689675437195264,Gwendolyn,Aaronson,963572295588270720,36221372029,Brasil
1381376141845408256,Michael,Albright,1483895789715967488,31202518721,Brasil
1762719100870633728,Roberto,Stinebaugh,2569454591546378240,8287607125,Brasil
1753914424190093824,Valerie,Whitfield,3103398560085953024,21541008521,Brasil
2312162617418906624,Richard,Mack,3095079143055916544,46066401079,Brasil
3202076221140995584,Fritz,Rodriguez,2949993263072931840,54243845505,Brasil
960422580921375360,Donna,Lewis,1957656960675214848,81335833940,Brasil
2027295864097128704,Jerome,Penwell,2164285134530103296,24755718247,Brasil
793119362457005824,Craig,Koslow,1921225309723775488,84356993035,Brasil
2070971132911778560,Melissa,Mcleary,818251018164298240,51377040812,Brasil
686244608420670848,Virginia,House,1886604048862594048,43335223685,Brasil
3137965821003238400,Daniel,Thach,1609544977886256640,96417821478,Brasil
182526381936041376,Blanca,Lopez,1795866970023794944,62075365917,Brasil
809736954350117376,Lynette,Brock,963572295588270720,10899893995,Brasil
1695225652936950272,Diane,Christiansen,2603189803548619776,17494148181,Brasil
2038204820043495936,Sandra,Vanmeter,451427799796135680,86707935313,Brasil
2076308341783435008,Kenneth,Farrow,2977506578533720576,2419121502,Brasil
1484763395207693312,Charlotte,Thomas,246693306700489120,36908951486,Brasil
2114070458883958528,Victor,Crochet,2305672598709218560,33084623190,Brasil
367388289209282048,Peggy,Terwilliger,1734898293086970880,64770219428,Brasil
1431238525084009216,Isabel,Restrepo,1841626554655711232,46318689289,Brasil
260533175948060800,Erich,Salter,2347984814831941632,15401579568,Brasil
518398560890017728,Cynthia,Hartwell,1215291016113604608,32613655291,Brasil
2944623066260267520,Lori,Dolan,1279915472769257984,20215212729,Brasil
1448642626782182656,Kenneth,Link,1080025119332160000,59125466954,Brasil
2470648379066379776,Kathleen,Anderson,1841626554655711232,76451211888,Brasil
2119027986809368832,Anthony,Stevens,2189119023493045504,9419353048,Brasil
1059925729751695872,Robert,Desir,1798616532090246656,43038646804,Brasil
3213605847932144128,Gladys,Muise,3134252676592828928,53497891719,Brasil
1953116620748269056,Joseph,Kincheloe,210857954404330624,81555136084,Brasil
579558206003009152,Sage,Ortiz,1450636388784388608,3862288431,Brasil
987983167914471040,Theresa,Swartz,1734898293086970880,41466518244,Brasil
1836363603084271360,Josephine,Lehman,1364593565319715840,77921806621,Brasil
1960659770769075968,Brian,Miranda,1653463615035444992,59685388839,Brasil
3013312387466315264,Alisa,Pereira,91491305076835680,12525445477,Brasil
3064545125940456960,Barbara,Velasco,963572295588270720,97372961196,Brasil
229811419641108448,Georgia,Danielson,763355103850495744,42591577147,Brasil
173354037337692192,Vera,Congdon,1450636388784388608,49122595636,Brasil
463741281156103,Mark,Sawyer,1609544977886256640,19266492186,Brasil
1953727456446631168,Alan,Luna,2605786135852360704,7957700442,Brasil
2792062829303456768,Jessica,Yoo,2165046127744773888,56794871774,Brasil
705137246882972544,Pamela,Hurtado,1182080295858542080,82055322573,Brasil
733119815961701120,Bonnie,Pate,3194558912146412032,18274284688,Brasil
310472853352881152,Wm,Bowman,2189119023493045504,48825752699,Brasil
2533272422712372736,Pearl,Carlson,1605426359407620608,69980682649,Brasil
716468687467346176,Terri,Simard,2905840547257075712,39488360601,Brasil
1505134462991622912,Arthur,Metz,2189119023493045504,91274192424,Brasil
586580938051068672,Donna,Jeffers,690416024023401088,13618063135,Brasil
502045292307211008,Calvin,Jones,767525638579703168,25117378307,Brasil
447157414682202944,Melinda,Caponera,1609544977886256640,88814713362,Brasil
2556793902912892416,Frances,Kirtland,2868789524572999680,4446593934,Brasil
1965782152614647040,Marilyn,Stilwell,2957391764501020160,29039514896,Brasil
1287408164399857408,Emily,Thompson,1483895789715967488,31373707111,Brasil
1864349843079211008,Shirley,Lackey,1795866970023794944,14238204263,Brasil
865501770842455808,Dianne,Melgar,1957656960675214848,84352053801,Brasil
2738538541694151168,Olive,Chavez,2314100420255100928,74519039511,Brasil
1503222413987381248,Jose,Kitchen,1798616532090246656,77133179963,Brasil
2826043102072975872,Ernest,Harris,3256039094946646016,21781644969,Brasil
2876068566168518144,Hazel,Duane,2156460249868744192,87253186495,Brasil
2701935772273924096,Gertrude,Nelson,1749955482489268736,39667255924,Brasil
3250992107383223296,Kelly,Quimby,335180259566128320,43017632226,Brasil
2202605370494939648,John,Lee,2895150467704040448,4393724621,Brasil
3241911130718095360,Daniel,Stahlberg,1957656960675214848,62408054056,Brasil
2477513050204807680,Tod,Santiago,1073152763485539328,38755462919,Brasil
2224102636530874368,Marvin,Luna,1364593565319715840,45455240628,Brasil
88410070295360864,Gary,Ramirez,1080025119332160000,80972481812,Brasil
3396225165558191616,Alex,Duncan,2314100420255100928,51225267637,Brasil
2417312961578205184,Bernice,Jackson,137537107817900848,4384498084,Brasil
858270824760572800,David,Traughber,686062249442351616,34609830498,Brasil
1222640000117397760,Jean,Das,1921225309723775488,31664749639,Brasil
1075178511472533248,Helen,Hearn,451427799796135680,82100808893,Brasil
2391511788947563520,Rebecca,Spruill,1469385721771174656,46225542445,Brasil
718047112357310336,John,Garlock,1921225309723775488,40752938399,Brasil
1509816023215027712,Dean,Norville,963572295588270720,70169523931,Brasil
332387175923719296,Michael,Becerra,2405614751253757952,50026320178,Brasil
2833362759381206528,Katherine,Thomas,2969584894944394752,54566571991,Brasil
56556610085918656,Linda,Hess,734098586660329088,59466440606,Brasil
2818778886770934272,Henry,Miller,890338409620716288,36034005546,Brasil
2499712718082012160,David,Villanueva,505043614614216704,11814815156,Brasil
1147948936493031936,Stephen,Hare,2603189803548619776,68202141358,Brasil
2629948797851294720,Miguel,Sansone,977851871542552192,62461359495,Brasil
1570732772224155904,Deborah,Tomidy,1384495316185346816,71696177371,Brasil
942321425307624704,Robert,Bowdre,1605426359407620608,61888987409,Brasil
1317683657641938688,Robert,Toney,1878643051950861056,20676105443,Brasil
1752767150753629952,Grace,Ayers,734098586660329088,12277181343,Brasil
326929095891940224,Randy,Armagost,335180259566128320,99097873245,Brasil
2632288238708204544,Iola,Cramer,1384495316185346816,3929339148,Brasil
3242672138645067264,Della,Felberbaum,2868789524572999680,70532867330,Brasil
2932407255249087488,Jeremiah,Shipley,767525638579703168,25744314112,Brasil
1610036852996075776,William,Gay,1483895789715967488,8770474761,Brasil
